sequenceID	source.name	serotype	genotype	major_lineage	minor_lineage	minor_sublineage
KY851501	ncbi-nuccore-short	2	-	-	-	-
KY851502	ncbi-nuccore-short	2	-	-	-	-
KY851503	ncbi-nuccore-short	2	-	-	-	-
KY851504	ncbi-nuccore-short	2	-	-	-	-
KY851505	ncbi-nuccore-short	2	-	-	-	-
KY851506	ncbi-nuccore-short	2	-	-	-	-
KY851507	ncbi-nuccore-short	2	-	-	-	-
KY851508	ncbi-nuccore-short	2	-	-	-	-
KY851509	ncbi-nuccore-short	2	-	-	-	-
KY851510	ncbi-nuccore-short	2	-	-	-	-
KY851511	ncbi-nuccore-short	2	-	-	-	-
KY851512	ncbi-nuccore-short	2	-	-	-	-
KY851513	ncbi-nuccore-short	2	-	-	-	-
KY851514	ncbi-nuccore-short	2	-	-	-	-
KY851515	ncbi-nuccore-short	2	-	-	-	-
KY851516	ncbi-nuccore-short	2	-	-	-	-
KY851517	ncbi-nuccore-short	2	-	-	-	-
KY851518	ncbi-nuccore-short	2	-	-	-	-
KY851519	ncbi-nuccore-short	2	-	-	-	-
KY851520	ncbi-nuccore-short	2	-	-	-	-
KY851521	ncbi-nuccore-short	2	-	-	-	-
KY851522	ncbi-nuccore-short	2	-	-	-	-
KY851523	ncbi-nuccore-short	2	-	-	-	-
KY851524	ncbi-nuccore-short	2	-	-	-	-
KY851525	ncbi-nuccore-short	2	-	-	-	-
KY851526	ncbi-nuccore-short	2	-	-	-	-
KY851527	ncbi-nuccore-short	2	-	-	-	-
KY851528	ncbi-nuccore-short	2	-	-	-	-
KY851529	ncbi-nuccore-short	2	-	-	-	-
KY851530	ncbi-nuccore-short	2	-	-	-	-
KY851531	ncbi-nuccore-short	2	-	-	-	-
KY851532	ncbi-nuccore-short	2	-	-	-	-
KY851533	ncbi-nuccore-short	2	-	-	-	-
KY851534	ncbi-nuccore-short	2	-	-	-	-
KY851535	ncbi-nuccore-short	2	-	-	-	-
KY851536	ncbi-nuccore-short	2	-	-	-	-
KY851537	ncbi-nuccore-short	2	-	-	-	-
KY851538	ncbi-nuccore-short	2	-	-	-	-
KY851539	ncbi-nuccore-short	2	-	-	-	-
KY851540	ncbi-nuccore-short	2	-	-	-	-
KY851541	ncbi-nuccore-short	2	-	-	-	-
KY851542	ncbi-nuccore-short	2	-	-	-	-
KY851543	ncbi-nuccore-short	2	-	-	-	-
KY851544	ncbi-nuccore-short	2	-	-	-	-
KY851545	ncbi-nuccore-short	2	-	-	-	-
KY851546	ncbi-nuccore-short	2	-	-	-	-
KY851547	ncbi-nuccore-short	2	-	-	-	-
KY851548	ncbi-nuccore-short	2	-	-	-	-
KY851549	ncbi-nuccore-short	2	-	-	-	-
KY851550	ncbi-nuccore-short	2	-	-	-	-
KY851551	ncbi-nuccore-short	2	-	-	-	-
KY851552	ncbi-nuccore-short	2	-	-	-	-
KY851553	ncbi-nuccore-short	2	-	-	-	-
KY851554	ncbi-nuccore-short	3	-	-	-	-
KY851555	ncbi-nuccore-short	3	-	-	-	-
KY851556	ncbi-nuccore-short	3	-	-	-	-
KY851557	ncbi-nuccore-short	3	-	-	-	-
KY851558	ncbi-nuccore-short	3	-	-	-	-
KY851559	ncbi-nuccore-short	3	-	-	-	-
KY851560	ncbi-nuccore-short	3	-	-	-	-
KY851561	ncbi-nuccore-short	3	-	-	-	-
KY851562	ncbi-nuccore-short	3	-	-	-	-
KY851563	ncbi-nuccore-short	3	-	-	-	-
KY851564	ncbi-nuccore-short	3	-	-	-	-
KY851565	ncbi-nuccore-short	3	-	-	-	-
KY851566	ncbi-nuccore-short	3	-	-	-	-
KY851567	ncbi-nuccore-short	3	-	-	-	-
KY851568	ncbi-nuccore-short	3	-	-	-	-
KY851569	ncbi-nuccore-short	3	-	-	-	-
KY851570	ncbi-nuccore-short	3	-	-	-	-
KY851571	ncbi-nuccore-short	3	-	-	-	-
KY851572	ncbi-nuccore-short	3	-	-	-	-
KY851573	ncbi-nuccore-short	3	-	-	-	-
KY851574	ncbi-nuccore-short	3	-	-	-	-
KY851575	ncbi-nuccore-short	3	-	-	-	-
KY851576	ncbi-nuccore-short	3	-	-	-	-
KY851577	ncbi-nuccore-short	3	-	-	-	-
KY851578	ncbi-nuccore-short	3	-	-	-	-
KY851579	ncbi-nuccore-short	3	-	-	-	-
KY851580	ncbi-nuccore-short	3	-	-	-	-
KY851581	ncbi-nuccore-short	3	-	-	-	-
KY851582	ncbi-nuccore-short	3	-	-	-	-
KY851583	ncbi-nuccore-short	3	-	-	-	-
KY851584	ncbi-nuccore-short	3	-	-	-	-
KY851585	ncbi-nuccore-short	3	-	-	-	-
KY851586	ncbi-nuccore-short	3	-	-	-	-
KY851587	ncbi-nuccore-short	3	-	-	-	-
KY851588	ncbi-nuccore-short	3	-	-	-	-
KY851589	ncbi-nuccore-short	3	-	-	-	-
KY851590	ncbi-nuccore-short	3	-	-	-	-
KY851591	ncbi-nuccore-short	3	-	-	-	-
KY851592	ncbi-nuccore-short	3	-	-	-	-
KY851593	ncbi-nuccore-short	3	-	-	-	-
KY851594	ncbi-nuccore-short	3	-	-	-	-
KY851595	ncbi-nuccore-short	3	-	-	-	-
KY851596	ncbi-nuccore-short	3	-	-	-	-
KY851597	ncbi-nuccore-short	3	-	-	-	-
KY851598	ncbi-nuccore-short	3	-	-	-	-
KY851599	ncbi-nuccore-short	3	-	-	-	-
KY851600	ncbi-nuccore-short	3	-	-	-	-
KY851601	ncbi-nuccore-short	3	-	-	-	-
KY851602	ncbi-nuccore-short	3	-	-	-	-
KY851603	ncbi-nuccore-short	3	-	-	-	-
KY851604	ncbi-nuccore-short	3	-	-	-	-
KY851605	ncbi-nuccore-short	3	-	-	-	-
KY851606	ncbi-nuccore-short	3	-	-	-	-
KY851607	ncbi-nuccore-short	3	-	-	-	-
KY851608	ncbi-nuccore-short	3	-	-	-	-
KY851609	ncbi-nuccore-short	3	-	-	-	-
KY851610	ncbi-nuccore-short	3	-	-	-	-
KY851611	ncbi-nuccore-short	3	-	-	-	-
KY851612	ncbi-nuccore-short	3	-	-	-	-
KY851613	ncbi-nuccore-short	3	-	-	-	-
KY851614	ncbi-nuccore-short	3	-	-	-	-
KY851615	ncbi-nuccore-short	3	-	-	-	-
KY851616	ncbi-nuccore-short	3	-	-	-	-
KY851617	ncbi-nuccore-short	3	-	-	-	-
KY851618	ncbi-nuccore-short	3	-	-	-	-
KY851619	ncbi-nuccore-short	3	-	-	-	-
KY851620	ncbi-nuccore-short	3	-	-	-	-
KY851621	ncbi-nuccore-short	3	-	-	-	-
KY851622	ncbi-nuccore-short	3	-	-	-	-
KY851623	ncbi-nuccore-short	3	-	-	-	-
KY851624	ncbi-nuccore-short	3	-	-	-	-
KY851625	ncbi-nuccore-short	3	-	-	-	-
KY851626	ncbi-nuccore-short	3	-	-	-	-
KY851627	ncbi-nuccore-short	3	-	-	-	-
KY851628	ncbi-nuccore-short	3	-	-	-	-
KY851629	ncbi-nuccore-short	3	-	-	-	-
KY851630	ncbi-nuccore-short	3	-	-	-	-
KY851631	ncbi-nuccore-short	3	-	-	-	-
KY851632	ncbi-nuccore-short	3	-	-	-	-
KY851633	ncbi-nuccore-short	3	-	-	-	-
KY851634	ncbi-nuccore-short	3	-	-	-	-
KY851635	ncbi-nuccore-short	3	-	-	-	-
KY851636	ncbi-nuccore-short	3	-	-	-	-
KY851637	ncbi-nuccore-short	3	-	-	-	-
KY851638	ncbi-nuccore-short	3	-	-	-	-
KY851639	ncbi-nuccore-short	3	-	-	-	-
KY851640	ncbi-nuccore-short	3	-	-	-	-
KY851641	ncbi-nuccore-short	3	-	-	-	-
KY851642	ncbi-nuccore-short	3	-	-	-	-
KY851643	ncbi-nuccore-short	3	-	-	-	-
KY851644	ncbi-nuccore-short	3	-	-	-	-
KY851645	ncbi-nuccore-short	3	-	-	-	-
KY851646	ncbi-nuccore-short	3	-	-	-	-
KY851647	ncbi-nuccore-short	3	-	-	-	-
KY851648	ncbi-nuccore-short	3	-	-	-	-
KY851649	ncbi-nuccore-short	3	-	-	-	-
KY851650	ncbi-nuccore-short	3	-	-	-	-
KY851651	ncbi-nuccore-short	3	-	-	-	-
KY851652	ncbi-nuccore-short	3	-	-	-	-
KY851653	ncbi-nuccore-short	3	-	-	-	-
KY851654	ncbi-nuccore-short	3	-	-	-	-
KY851655	ncbi-nuccore-short	3	-	-	-	-
KY851656	ncbi-nuccore-short	3	-	-	-	-
KY851657	ncbi-nuccore-short	3	-	-	-	-
KY851658	ncbi-nuccore-short	4	-	-	-	-
KY851659	ncbi-nuccore-short	4	-	-	-	-
KY851660	ncbi-nuccore-short	4	-	-	-	-
KY851661	ncbi-nuccore-short	4	-	-	-	-
KY851662	ncbi-nuccore-short	4	-	-	-	-
KY851663	ncbi-nuccore-short	4	-	-	-	-
KY851664	ncbi-nuccore-short	4	-	-	-	-
KY851665	ncbi-nuccore-short	4	-	-	-	-
KY851666	ncbi-nuccore-short	4	-	-	-	-
KY851667	ncbi-nuccore-short	4	-	-	-	-
KY851668	ncbi-nuccore-short	4	-	-	-	-
KY851669	ncbi-nuccore-short	4	-	-	-	-
KY851670	ncbi-nuccore-short	4	-	-	-	-
KY851671	ncbi-nuccore-short	4	-	-	-	-
KY851672	ncbi-nuccore-short	4	-	-	-	-
KY851673	ncbi-nuccore-short	4	-	-	-	-
KY851674	ncbi-nuccore-short	4	-	-	-	-
KY851675	ncbi-nuccore-short	4	-	-	-	-
KY851676	ncbi-nuccore-short	4	-	-	-	-
KY851677	ncbi-nuccore-short	4	-	-	-	-
KY851678	ncbi-nuccore-short	4	-	-	-	-
KY851679	ncbi-nuccore-short	4	-	-	-	-
KY851680	ncbi-nuccore-short	4	-	-	-	-
KY851681	ncbi-nuccore-short	4	-	-	-	-
KY851682	ncbi-nuccore-short	4	-	-	-	-
KY851683	ncbi-nuccore-short	4	-	-	-	-
KY851684	ncbi-nuccore-short	4	-	-	-	-
KY851685	ncbi-nuccore-short	4	-	-	-	-
KY851686	ncbi-nuccore-short	4	-	-	-	-
KY851687	ncbi-nuccore-short	4	-	-	-	-
KY851688	ncbi-nuccore-short	4	-	-	-	-
KY851689	ncbi-nuccore-short	4	-	-	-	-
KY851690	ncbi-nuccore-short	4	-	-	-	-
KY851691	ncbi-nuccore-short	4	-	-	-	-
KY851692	ncbi-nuccore-short	4	-	-	-	-
KY851693	ncbi-nuccore-short	4	-	-	-	-
KY851694	ncbi-nuccore-short	4	-	-	-	-
KY851695	ncbi-nuccore-short	4	-	-	-	-
KY851696	ncbi-nuccore-short	4	-	-	-	-
KY851697	ncbi-nuccore-short	4	-	-	-	-
KY851698	ncbi-nuccore-short	4	-	-	-	-
KY851699	ncbi-nuccore-short	4	-	-	-	-
KY851700	ncbi-nuccore-short	4	-	-	-	-
KY851701	ncbi-nuccore-short	4	-	-	-	-
KY851702	ncbi-nuccore-short	4	-	-	-	-
KY851703	ncbi-nuccore-short	4	-	-	-	-
KY851704	ncbi-nuccore-short	4	-	-	-	-
KY851705	ncbi-nuccore-short	4	-	-	-	-
KY851706	ncbi-nuccore-short	4	-	-	-	-
KY851707	ncbi-nuccore-short	4	-	-	-	-
KY851708	ncbi-nuccore-short	4	-	-	-	-
KY851709	ncbi-nuccore-short	4	-	-	-	-
KY851710	ncbi-nuccore-short	4	-	-	-	-
KY851711	ncbi-nuccore-short	4	-	-	-	-
KY851712	ncbi-nuccore-short	4	-	-	-	-
KY851713	ncbi-nuccore-short	4	-	-	-	-
KY851714	ncbi-nuccore-short	4	-	-	-	-
KY851715	ncbi-nuccore-short	4	-	-	-	-
KY851716	ncbi-nuccore-short	4	-	-	-	-
KY851717	ncbi-nuccore-short	4	-	-	-	-
KY851718	ncbi-nuccore-short	4	-	-	-	-
KY851719	ncbi-nuccore-short	4	-	-	-	-
KY851720	ncbi-nuccore-short	4	-	-	-	-
KY851721	ncbi-nuccore-short	4	-	-	-	-
KY851722	ncbi-nuccore-short	4	-	-	-	-
KY851723	ncbi-nuccore-short	4	-	-	-	-
KY851724	ncbi-nuccore-short	4	-	-	-	-
KY851725	ncbi-nuccore-short	4	-	-	-	-
KY851726	ncbi-nuccore-short	4	-	-	-	-
KY851727	ncbi-nuccore-short	4	-	-	-	-
KY851728	ncbi-nuccore-short	4	-	-	-	-
KY851729	ncbi-nuccore-short	4	-	-	-	-
KY851730	ncbi-nuccore-short	4	-	-	-	-
KY851731	ncbi-nuccore-short	4	-	-	-	-
KY851732	ncbi-nuccore-short	4	-	-	-	-
KY851733	ncbi-nuccore-short	4	-	-	-	-
KY851734	ncbi-nuccore-short	4	-	-	-	-
KY851735	ncbi-nuccore-short	4	-	-	-	-
KY851736	ncbi-nuccore-short	4	-	-	-	-
KY851737	ncbi-nuccore-short	4	-	-	-	-
KY851738	ncbi-nuccore-short	4	-	-	-	-
KY851739	ncbi-nuccore-short	4	-	-	-	-
KY851740	ncbi-nuccore-short	4	-	-	-	-
KY851741	ncbi-nuccore-short	4	-	-	-	-
KY851742	ncbi-nuccore-short	4	-	-	-	-
KY851743	ncbi-nuccore-short	4	-	-	-	-
KY851744	ncbi-nuccore-short	4	-	-	-	-
KY851745	ncbi-nuccore-short	4	-	-	-	-
KY851746	ncbi-nuccore-short	4	-	-	-	-
KY851747	ncbi-nuccore-short	4	-	-	-	-
KY851748	ncbi-nuccore-short	4	-	-	-	-
KY851749	ncbi-nuccore-short	4	-	-	-	-
KY851750	ncbi-nuccore-short	4	-	-	-	-
KY851751	ncbi-nuccore-short	4	-	-	-	-
KY851752	ncbi-nuccore-short	4	-	-	-	-
KY851753	ncbi-nuccore-short	4	-	-	-	-
KY851754	ncbi-nuccore-short	4	-	-	-	-
KY851755	ncbi-nuccore-short	4	-	-	-	-
KY851756	ncbi-nuccore-short	4	-	-	-	-
KY851757	ncbi-nuccore-short	4	-	-	-	-
KY851758	ncbi-nuccore-short	4	-	-	-	-
KY858713	ncbi-nuccore-short	1	-	-	-	-
KY882502	ncbi-nuccore-short	1	-	-	-	-
KY882503	ncbi-nuccore-short	1	-	-	-	-
KY882504	ncbi-nuccore-short	1	-	-	-	-
KY882505	ncbi-nuccore-short	1	-	-	-	-
KY882506	ncbi-nuccore-short	1	-	-	-	-
KY882507	ncbi-nuccore-short	1	-	-	-	-
KY882508	ncbi-nuccore-short	1	-	-	-	-
KY882509	ncbi-nuccore-short	1	-	-	-	-
KY882510	ncbi-nuccore-short	1	-	-	-	-
KY882511	ncbi-nuccore-short	1	-	-	-	-
KY882512	ncbi-nuccore-short	1	-	-	-	-
KY882513	ncbi-nuccore-short	1	-	-	-	-
KY882514	ncbi-nuccore-short	1	-	-	-	-
KY882515	ncbi-nuccore-short	1	-	-	-	-
KY882516	ncbi-nuccore-short	1	-	-	-	-
KY882517	ncbi-nuccore-short	1	-	-	-	-
KY882518	ncbi-nuccore-short	1	-	-	-	-
KY882519	ncbi-nuccore-short	1	-	-	-	-
KY882520	ncbi-nuccore-short	1	-	-	-	-
KY882521	ncbi-nuccore-short	1	-	-	-	-
KY882522	ncbi-nuccore-short	1	-	-	-	-
KY882523	ncbi-nuccore-short	1	-	-	-	-
KY882524	ncbi-nuccore-short	1	-	-	-	-
KY882525	ncbi-nuccore-short	2	-	-	-	-
KY882526	ncbi-nuccore-short	2	-	-	-	-
KY882527	ncbi-nuccore-short	2	-	-	-	-
KY882528	ncbi-nuccore-short	2	-	-	-	-
KY882529	ncbi-nuccore-short	2	-	-	-	-
KY882530	ncbi-nuccore-short	2	-	-	-	-
KY882531	ncbi-nuccore-short	2	-	-	-	-
KY882532	ncbi-nuccore-short	2	-	-	-	-
KY882533	ncbi-nuccore-short	2	-	-	-	-
KY882534	ncbi-nuccore-short	2	-	-	-	-
KY882535	ncbi-nuccore-short	2	-	-	-	-
KY882536	ncbi-nuccore-short	2	-	-	-	-
KY882537	ncbi-nuccore-short	2	-	-	-	-
KY882538	ncbi-nuccore-short	2	-	-	-	-
KY882539	ncbi-nuccore-short	2	-	-	-	-
KY882541	ncbi-nuccore-short	3	-	-	-	-
KY882542	ncbi-nuccore-short	3	-	-	-	-
KY882543	ncbi-nuccore-short	3	-	-	-	-
KY882544	ncbi-nuccore-short	4	-	-	-	-
KY882547	ncbi-nuccore-short	4	-	-	-	-
KY882548	ncbi-nuccore-short	4	-	-	-	-
KY882549	ncbi-nuccore-short	4	-	-	-	-
KY882550	ncbi-nuccore-short	4	-	-	-	-
KY882551	ncbi-nuccore-short	4	-	-	-	-
KY882552	ncbi-nuccore-short	4	-	-	-	-
KY882553	ncbi-nuccore-short	4	-	-	-	-
KY882554	ncbi-nuccore-short	4	-	-	-	-
KY886976	ncbi-nuccore-short	1	-	-	-	-
KY886977	ncbi-nuccore-short	1	-	-	-	-
KY886978	ncbi-nuccore-short	1	-	-	-	-
KY886979	ncbi-nuccore-short	1	-	-	-	-
KY886980	ncbi-nuccore-short	1	-	-	-	-
KY887607	ncbi-nuccore-short	2	-	-	-	-
KY887608	ncbi-nuccore-short	2	-	-	-	-
KY887609	ncbi-nuccore-short	2	-	-	-	-
KY887610	ncbi-nuccore-short	2	-	-	-	-
KY887611	ncbi-nuccore-short	2	-	-	-	-
KY887612	ncbi-nuccore-short	2	-	-	-	-
KY887613	ncbi-nuccore-short	2	-	-	-	-
KY887614	ncbi-nuccore-short	2	-	-	-	-
KY887615	ncbi-nuccore-short	2	-	-	-	-
KY887616	ncbi-nuccore-short	2	-	-	-	-
KY887617	ncbi-nuccore-short	2	-	-	-	-
KY887618	ncbi-nuccore-short	2	-	-	-	-
KY887619	ncbi-nuccore-short	2	-	-	-	-
KY887620	ncbi-nuccore-short	2	-	-	-	-
KY887621	ncbi-nuccore-short	2	-	-	-	-
KY887622	ncbi-nuccore-short	2	-	-	-	-
KY887623	ncbi-nuccore-short	2	-	-	-	-
KY887624	ncbi-nuccore-short	2	-	-	-	-
KY887625	ncbi-nuccore-short	2	-	-	-	-
KY887626	ncbi-nuccore-short	2	-	-	-	-
KY887627	ncbi-nuccore-short	2	-	-	-	-
KY887628	ncbi-nuccore-short	2	-	-	-	-
KY887629	ncbi-nuccore-short	2	-	-	-	-
KY887630	ncbi-nuccore-short	2	-	-	-	-
KY887631	ncbi-nuccore-short	2	-	-	-	-
KY887632	ncbi-nuccore-short	4	-	-	-	-
KY887633	ncbi-nuccore-short	4	-	-	-	-
KY887634	ncbi-nuccore-short	4	-	-	-	-
KY887635	ncbi-nuccore-short	4	-	-	-	-
KY887636	ncbi-nuccore-short	4	-	-	-	-
KY887637	ncbi-nuccore-short	4	-	-	-	-
KY905139	ncbi-nuccore-short	2	-	-	-	-
KY905140	ncbi-nuccore-short	2	-	-	-	-
KY911976	ncbi-nuccore-short	1	-	-	-	-
KY911977	ncbi-nuccore-short	2	-	-	-	-
KY911978	ncbi-nuccore-short	2	-	-	-	-
KY911979	ncbi-nuccore-short	2	-	-	-	-
KY911980	ncbi-nuccore-short	3	-	-	-	-
KY911981	ncbi-nuccore-short	3	-	-	-	-
KY911982	ncbi-nuccore-short	4	-	-	-	-
KY921908	ncbi-nuccore-short	4	-	-	-	-
KY933793	ncbi-nuccore-short	4	-	-	-	-
KY971685	ncbi-nuccore-short	1	-	-	-	-
KY971686	ncbi-nuccore-short	1	-	-	-	-
KY971687	ncbi-nuccore-short	1	-	-	-	-
KY971688	ncbi-nuccore-short	1	-	-	-	-
KY971689	ncbi-nuccore-short	1	-	-	-	-
KY971690	ncbi-nuccore-short	1	-	-	-	-
KY971691	ncbi-nuccore-short	1	-	-	-	-
KY971692	ncbi-nuccore-short	1	-	-	-	-
KY971693	ncbi-nuccore-short	1	-	-	-	-
KY971694	ncbi-nuccore-short	1	-	-	-	-
KY971695	ncbi-nuccore-short	1	-	-	-	-
KY971696	ncbi-nuccore-short	1	-	-	-	-
KY971697	ncbi-nuccore-short	1	-	-	-	-
KY971698	ncbi-nuccore-short	1	-	-	-	-
KY971699	ncbi-nuccore-short	1	-	-	-	-
KY971700	ncbi-nuccore-short	1	-	-	-	-
KY971701	ncbi-nuccore-short	1	-	-	-	-
KY971702	ncbi-nuccore-short	1	-	-	-	-
KY971703	ncbi-nuccore-short	1	-	-	-	-
KY971704	ncbi-nuccore-short	1	-	-	-	-
KY971705	ncbi-nuccore-short	1	-	-	-	-
KY971706	ncbi-nuccore-short	1	-	-	-	-
KY971707	ncbi-nuccore-short	1	-	-	-	-
KY971708	ncbi-nuccore-short	1	-	-	-	-
KY971709	ncbi-nuccore-short	1	-	-	-	-
KY971710	ncbi-nuccore-short	1	-	-	-	-
KY971711	ncbi-nuccore-short	1	-	-	-	-
KY971712	ncbi-nuccore-short	1	-	-	-	-
KY971713	ncbi-nuccore-short	1	-	-	-	-
KY971714	ncbi-nuccore-short	1	-	-	-	-
KY971715	ncbi-nuccore-short	1	-	-	-	-
KY971716	ncbi-nuccore-short	1	-	-	-	-
KY971717	ncbi-nuccore-short	1	-	-	-	-
KY971718	ncbi-nuccore-short	1	-	-	-	-
KY971719	ncbi-nuccore-short	1	-	-	-	-
KY971720	ncbi-nuccore-short	2	-	-	-	-
KY971721	ncbi-nuccore-short	2	-	-	-	-
KY971722	ncbi-nuccore-short	2	-	-	-	-
KY971723	ncbi-nuccore-short	2	-	-	-	-
KY971724	ncbi-nuccore-short	2	-	-	-	-
KY971725	ncbi-nuccore-short	2	-	-	-	-
KY971726	ncbi-nuccore-short	2	-	-	-	-
KY971727	ncbi-nuccore-short	2	-	-	-	-
KY971728	ncbi-nuccore-short	2	-	-	-	-
KY971729	ncbi-nuccore-short	2	-	-	-	-
KY971730	ncbi-nuccore-short	2	-	-	-	-
KY971731	ncbi-nuccore-short	2	-	-	-	-
KY971732	ncbi-nuccore-short	2	-	-	-	-
KY971733	ncbi-nuccore-short	2	-	-	-	-
KY971734	ncbi-nuccore-short	2	-	-	-	-
KY971735	ncbi-nuccore-short	2	-	-	-	-
KY971736	ncbi-nuccore-short	2	-	-	-	-
KY971737	ncbi-nuccore-short	2	-	-	-	-
KY971738	ncbi-nuccore-short	2	-	-	-	-
KY971739	ncbi-nuccore-short	2	-	-	-	-
KY971740	ncbi-nuccore-short	2	-	-	-	-
KY971741	ncbi-nuccore-short	2	-	-	-	-
KY977455	ncbi-nuccore-short	2	-	-	-	-
KY977456	ncbi-nuccore-short	2	-	-	-	-
KY977457	ncbi-nuccore-short	2	-	-	-	-
KY977458	ncbi-nuccore-short	2	-	-	-	-
KY977459	ncbi-nuccore-short	2	-	-	-	-
KY978432	ncbi-nuccore-short	1	-	-	-	-
KY978433	ncbi-nuccore-short	1	-	-	-	-
KY978434	ncbi-nuccore-short	1	-	-	-	-
KY978435	ncbi-nuccore-short	1	-	-	-	-
KY978436	ncbi-nuccore-short	1	-	-	-	-
KY978437	ncbi-nuccore-short	1	-	-	-	-
KY978438	ncbi-nuccore-short	1	-	-	-	-
KY978439	ncbi-nuccore-short	1	-	-	-	-
KY978440	ncbi-nuccore-short	1	-	-	-	-
KY978441	ncbi-nuccore-short	2	-	-	-	-
KY978442	ncbi-nuccore-short	2	-	-	-	-
KY978443	ncbi-nuccore-short	2	-	-	-	-
KY978444	ncbi-nuccore-short	2	-	-	-	-
KY978445	ncbi-nuccore-short	3	-	-	-	-
KY978446	ncbi-nuccore-short	4	-	-	-	-
KY978447	ncbi-nuccore-short	4	-	-	-	-
L04561	ncbi-nuccore-short	2	-	-	-	-
L10040	ncbi-nuccore-short	2	-	-	-	-
L10041	ncbi-nuccore-short	2	-	-	-	-
L10042	ncbi-nuccore-short	2	-	-	-	-
L10043	ncbi-nuccore-short	2	-	-	-	-
L10044	ncbi-nuccore-short	2	-	-	-	-
L10045	ncbi-nuccore-short	2	-	-	-	-
L10046	ncbi-nuccore-short	2	-	-	-	-
L10047	ncbi-nuccore-short	2	-	-	-	-
L10048	ncbi-nuccore-short	2	-	-	-	-
L10049	ncbi-nuccore-short	2	-	-	-	-
L10050	ncbi-nuccore-short	2	-	-	-	-
L10051	ncbi-nuccore-short	2	-	-	-	-
L10052	ncbi-nuccore-short	2	-	-	-	-
L10053	ncbi-nuccore-short	2	-	-	-	-
L10054	ncbi-nuccore-short	2	-	-	-	-
L10055	ncbi-nuccore-short	2	-	-	-	-
L11422	ncbi-nuccore-short	3	-	-	-	-
L11423	ncbi-nuccore-short	3	-	-	-	-
L11424	ncbi-nuccore-short	3	-	-	-	-
L11425	ncbi-nuccore-short	3	-	-	-	-
L11426	ncbi-nuccore-short	3	-	-	-	-
L11427	ncbi-nuccore-short	3	-	-	-	-
L11428	ncbi-nuccore-short	3	-	-	-	-
L11429	ncbi-nuccore-short	3	-	-	-	-
L11430	ncbi-nuccore-short	3	-	-	-	-
L11431	ncbi-nuccore-short	3	-	-	-	-
L11432	ncbi-nuccore-short	3	-	-	-	-
L11433	ncbi-nuccore-short	3	-	-	-	-
L11434	ncbi-nuccore-short	3	-	-	-	-
L11435	ncbi-nuccore-short	3	-	-	-	-
L11436	ncbi-nuccore-short	3	-	-	-	-
L11437	ncbi-nuccore-short	3	-	-	-	-
L11438	ncbi-nuccore-short	3	-	-	-	-
L11439	ncbi-nuccore-short	3	-	-	-	-
L11440	ncbi-nuccore-short	3	-	-	-	-
L11441	ncbi-nuccore-short	3	-	-	-	-
L11442	ncbi-nuccore-short	3	-	-	-	-
L11619	ncbi-nuccore-short	3	-	-	-	-
L11620	ncbi-nuccore-short	3	-	-	-	-
LC002828	ncbi-nuccore-short	1	-	-	-	-
LC006123	ncbi-nuccore-short	1	-	-	-	-
LC012534	ncbi-nuccore-short	1	-	-	-	-
LC012535	ncbi-nuccore-short	1	-	-	-	-
LC027875	ncbi-nuccore-short	2	-	-	-	-
LC038143	ncbi-nuccore-short	1	-	-	-	-
LC038144	ncbi-nuccore-short	1	-	-	-	-
LC038145	ncbi-nuccore-short	1	-	-	-	-
LC038146	ncbi-nuccore-short	1	-	-	-	-
LC038147	ncbi-nuccore-short	1	-	-	-	-
LC038148	ncbi-nuccore-short	1	-	-	-	-
LC038149	ncbi-nuccore-short	1	-	-	-	-
LC038150	ncbi-nuccore-short	1	-	-	-	-
LC062957	ncbi-nuccore-short	1	-	-	-	-
LC064746	ncbi-nuccore-short	2	-	-	-	-
LC064747	ncbi-nuccore-short	3	-	-	-	-
LC064748	ncbi-nuccore-short	4	-	-	-	-
LC147056	ncbi-nuccore-short	2	-	-	-	-
LC147057	ncbi-nuccore-short	2	-	-	-	-
LC147058	ncbi-nuccore-short	3	-	-	-	-
LC147059	ncbi-nuccore-short	3	-	-	-	-
LC147060	ncbi-nuccore-short	3	-	-	-	-
LC147061	ncbi-nuccore-short	3	-	-	-	-
LC148022	ncbi-nuccore-short	1	-	-	-	-
LC148023	ncbi-nuccore-short	1	-	-	-	-
LC148024	ncbi-nuccore-short	1	-	-	-	-
LC148025	ncbi-nuccore-short	1	-	-	-	-
LC148026	ncbi-nuccore-short	1	-	-	-	-
LC148027	ncbi-nuccore-short	1	-	-	-	-
LC148028	ncbi-nuccore-short	1	-	-	-	-
LC148029	ncbi-nuccore-short	1	-	-	-	-
LC148030	ncbi-nuccore-short	1	-	-	-	-
LC206003	ncbi-nuccore-short	2	-	-	-	-
LC310791	ncbi-nuccore-short	2	-	-	-	-
LC312196	ncbi-nuccore-short	2	-	-	-	-
LC312197	ncbi-nuccore-short	2	-	-	-	-
LC335820	ncbi-nuccore-short	1	-	-	-	-
LC335821	ncbi-nuccore-short	1	-	-	-	-
LC335822	ncbi-nuccore-short	1	-	-	-	-
LC335823	ncbi-nuccore-short	1	-	-	-	-
LC335824	ncbi-nuccore-short	1	-	-	-	-
LC335825	ncbi-nuccore-short	1	-	-	-	-
LC335826	ncbi-nuccore-short	1	-	-	-	-
LC360648	ncbi-nuccore-short	1	-	-	-	-
